Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"untuk kualitas ternyata sama dengan merk China lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tgl 27, sampai tgl 1, sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan Logitech. kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya, tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa.",Negative,Sadness,"Kualitasé padha karo merek Cina liyane ing 1080p, sing regané watara 300.000 IDR, lan malah luwih apik tinimbang merek liyane ing rega 600.000 IDR. Saliyane, pangiriman saka toko resmi alon banget. Aku pesen tanggal 27, lan teka tanggal 1, dadi aku ora bisa nggunakake kanggo rapat Zoom lan kudu nggunakake ponselku gantiné. Aku cukup kuciwa karo produk lan layanan saka Logitech. Sanajan sawetara keyboard lan mouse-e pancen apik tenan, aku ora bakal tuku maneh ing kene amarga barangé mung diproses sawetara jam sadurunge dibatalake, sanajan pesenan digawe ing dina biasa."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"pengiriman 2 hari terlambat. padahal bilang bakal lgsg dikirim. habis order di chat lgsg ga respon. utk official store brand segede logitech, sungguh mengecewakan.",Negative,Sadness,"Pangiriman telat rong dina. Padha kandha bakal langsung dikirim. Sawisé pesen, padha ora mangsuli ing chat. Kanggo toko resmi saka merek gedhé kaya Logitech, iki pancen nguciwani."
Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,Jakarta Barat,50000,4.9,1790,848,1,mousenya kurang responsif. jd harus teken agak kuat,Negative,Sadness,Mouse-e ora responsif. Kowe kudu mencet cukup kenceng.
Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,Jakarta Barat,50000,4.9,1790,848,1,baru pake 2 bulan sensornya udah jelek suka kemana2,Negative,Sadness,"Sawisé mung rong wulan digunakaké, sensoré wis rusak lan obahé ora teratur."
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,299000,4.9,9798,5559,1,Sangat kecewa. Baru 4 bulan scroll sudah rusak.,Negative,Sadness,Kuciwa banget. Fungsi gulungé rusak mung sawisé 4 wulan.
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,299000,4.9,9798,5559,1,"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Negative,Sadness,"Durung nganti sasi, lan ora bisa urip. Baterai wis diganti, nanging isih ora bisa urip. Kuciwa, iki kaping pindho Logitech nindakake kaya ngene."
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,721,1,"Sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 X ongkos kirim....SANGAT MENGECEWAKAN",Negative,Anger,"Sanget kuciwa. Barang sing dikirim ora cocog karo konfirmasi, nganti kudu bolak-balik kaping pindho. Aku kudu mbayar biaya kirim kaping enem....SANGET KICIWA"
Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,Jakarta Utara,66000,4.8,2702,882,1,"Kualitas chargeran jelek bangettt, baru tiga Hari pakai sudah rusakk",Negative,Anger,Kualitas charger-e ala banget; rusak mung sawisé telung dina digunakaké.
Computers and Laptops,Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,Jakarta Pusat,55000,4.9,2010,970,1,"Pelayanan toko jelek, proses barang lambat, di chat tidak menjawab, barang rata-rata",Negative,Anger,"Layanan toko ala, proses barang alon, ora ana balesan ing obrolan, kualitas barang rata-rata."
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,4.8,13900,6671,1,"Barang Rusak , Ga Guna Sama Sekali ... Parah",Negative,Anger,"Barangé rusak, ora ana gunané... Awon tenan"
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3225,1528,3,"cepet rusak, kadang konek kadang engga",Negative,Anger,"Gampang rusak, kadhang nyambung, kadhang ora nyambung"
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,Jakarta Pusat,379000,4.9,3185,1829,3,"barang gajelas lama sampai, kotak penyok�",Negative,Anger,"Barangé suwé teka, lan kothaké penyok."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative,Anger,"Sawisé tak priksa, iki dudu 32GB. Kepiye bisa ngono???!!.. Endi 3GB sing isih kurang, Pak/Bu??? Amarga aku butuh, aku bakal nampa waé lan tuku ing kéné. Iki pisanan lan pungkasan aku tuku ing kéné."
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,Pesanan Saya TIDAK SAMPAI KE ALAMAT!!! SAYA MAU UANG SAYA KEMBALI!! SAYA BELUM MENERIMA PESANAN SAYA,Negative,Anger,Pesenanku ora tekan ing alamat!!! Aku pengin dhuwit bali!! Aku durung nampa pesenanku
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,beli kemasan baru di kirim kemasan lama ! BINTANG 1 KON%TL,Negative,Anger,Tuku paket anyar nanging sing teka lawas! Siji lintang.
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,Iki produk palsu. Ati-ati supaya ora ditipu. Produk asli duwé segel distributor.
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,BARANG KW JANGAN BELI DISINI,Negative,Anger,Barang palsu—aja tuku ing kene
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,buruk,Negative,Anger,Kualitas ala
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,Jakarta Pusat,82500,4.9,35900,6630,1,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,Negative,Anger,"Produk iki cacat! Rusak mung sawisé sepisan digunakaké. Nalika aku nyoba ngajokaké klaim, admin mung muter-muter omong."
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Negative,Anger,"Chat ora dijawab, kuota 50GB sing dijanjekake ora teka, iki bencana."
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,Jakarta Barat,129000,4.9,13300,5723,1,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,Negative,Anger,Dheweke ora maringi adaptor. Aku ditipu.
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,jir sehari pake udah rusak :( quality control dong yg bener ahelah,Negative,Anger,Rusak mung sak dina digunakake :( Monggo kontrol kualitas sing bener
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,2425,1,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",Negative,Anger,Apa sing kedadeyan? SSD-e ora bisa digunakake... Aku pengin diganti...
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",Negative,Anger,"Dituku regane larang, nanging asring kabur nalika nggunakake zoom. Wis ngubungi layanan pelanggan, padha kandha supaya aku ngajokake garansi, nanging ora gelem menehi alamat. Aduh, webcam regane luwih saka sejuta rupiah kanthi kualitas ala."
Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,Jakarta Barat,119500,4.9,10200,5373,1,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,Negative,Anger,"Ora cocog karo gambare.... Aja percaya karo penjual iki, penipu..... Kualitas ala....."
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,69900,4.3,5108,2852,1,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",Negative,Anger,"Mangga tanggung jawab kanggo pangiriman. Paket iki malah ngambang ing selokan, lan aku ora yakin apa isine isih bisa digunakake utawa mung sampah."
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,Jakarta Barat,149000,4.9,2022,1193,1,l2 r2 trigger nya ampas macam ***,Negative,Anger,Triger L2 R2-e brengsek kaya ***
Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",Jakarta Pusat,121000,4.9,9298,5206,1,jelek,Negative,Anger,Kualitas ala.
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",Jakarta Barat,1509000,4.9,2487,943,1,"Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",Negative,Anger,"Barang rongsokan iki kuduné ora dikirim menyang alamatku, nanging menyang tong sampah. Kuciwa banget, admin ora nanggapi obrolanku sakabehe. Delengen barang sing dikirim, ana piksel mati, lan layar monitoré kebalik. SANGET KECEWA. Cathetan kanggo kanca-kanca sing arep tuku: monitor iki ora ana audio/speaker, lan kualitas layare uga ala. Yen sampeyan duwe dhuwit ekstra, tuku merek sing apik. AKU NYESEL TUKU ING KENE. AKU ORA NYARANKE BELANJA ING KENE."
Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,Jakarta Utara,1040000,4.9,444,251,1,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",Negative,Anger,"Ora jujur lan katon maksa adol barang. Barang sing dikirim ora cocog karo pesenan. Lan ing pungkasan, panuku diarahake ngirim barang tanpa solusi apa barang kasebut ana utawa ora, kanthi risiko barang ing foto/iklan bisa uga ora ana tenan."
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,Jakarta Timur,699000,5.0,8059,4581,1,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",Negative,Anger,"Dituku tanggal 9. Pesenan rampung tanggal 12 lan... mouse-e rusak tanggal 13. Ora bisa ngadu maneh marang Toped. Nalika takon carane nglayani garansi, admin-e BAKU ANA GUNANE, mangsuli chat dina iki nanging ora mangsuli maneh sesuk."
Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Jakarta Pusat,499000,4.9,2200,1358,1,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative,Anger,"Aku tuku V2, nanging ora ana panjelasan babagan versi ing katrangan. V1 luwih apik, utamane RGB-ne. V2 mung ana abang, ijo, lan biru. Sisa warnane ora ana gunane. Penarik switch-e ora bisa digunakake, lan RGB-ne remang. Ora ana kabar babagan versi keyboard-e. Aku pancen kuciwa lan ora bakal tuku iki maneh. Mending tuku V*.rt*x v7 luwih apik tinimbang iki. Aku kuciwa lan pengin didol maneh."
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,Jakarta Pusat,140000,4.9,4074,2249,1,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",Negative,Anger,"Dituku saka Toko Resmi, barangé teka ing kahanan sampah lan ora ana gunané. Matur nuwun."
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Jakarta Pusat,89000,4.8,2281,1289,1,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,Negative,Anger,Pancen konyol. Mesen mouse nanging ora lengkap. Ora ana tutup baterei utawa Bluetooth.
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Jakarta Utara,89000,4.9,293,124,1,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,Negative,Anger,"Rega asli barang iki watara 55, nanging sing adol pura-pura menehi diskon saka 99.000 dadi 59.000. Toko online pancen angel."
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,Jakarta Selatan,345000,4.9,8233,2821,1,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",Negative,Anger,"Aku tuku barang sing salah lan ora bisa ditukar. Nalika dicoba, ora pas. Nalika takon babagan klaim garansi, jawabané saka bot."
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",Negative,Anger,"Aku banget ora puas karo produk lan layanané. Barangé cacat. Nalika ditutup, meja ora rapet amarga engselé ora sejajar (siji dhuwur, siji cendhek), nyebabake pinggiré koyak nalika dipaksa nutup. Dadi iki cacat pabrik, dudu masalah pangiriman. Lan ternyata keluhané ora ditampa déning penjual, sing ngandhani aku supaya langsung ngubungi kurir."
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Jakarta Barat,129999,4.8,4330,2096,1,Quality barang jelek. baut lepas terus,Negative,Anger,Kualitas produk ala. Baut-baut terus kendor.
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",Kab. Tangerang,39998,4.7,5936,2344,1,BANYAKK RUSAKK DAN LECET NYAAAA !!!!,Negative,Anger,AKEH TENAN BARANG sing rusak lan kacepet!!!!
Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,Kota Tangerang,45000,4.9,1271,449,1,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",Negative,Anger,"Mesen 2 barang, mung 1 teka, mbayar kanggo 2, nanging mung 1 sing teka. Matur nuwun... ora perlu mbuktekake, cukup priksa cathetan kiriman barang—priksa cathetan panuku, dudu unboxing panuku, sing sakjane ora pati penting."
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,"Keyboardé ora bisa urip pisan sanajan baterei anyar. Wis dicoba bola-bali, isih ora bisa. Regané luwih murah tinimbang toko liyané, nanging yèn produké ora bisa digunakaké, kuwi padha karo goroh."
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,Jakarta Barat,51000,4.7,793,280,1,barang rusak di kirim,Negative,Anger,Barang sing rusak dikirim.
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B",Kab.�Bekasi,300000,4.8,729,429,1,"Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,"Iki salah. Meja kuduné teka utuh, nanging sekrupé ora dipasang, lan cilik banget... Apa kudu ditempel nganggo lem? Iki omong kosong!"
Computers and Laptops,Razer Hammerhead Pro V2,Jakarta Barat,975000,4.9,6179,4182,1,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,Negative,Anger,"Sopir sing dadi masalah, dudu tokone. Barange apik. Kuwi sing diarani pinter. Aku uga bakal menehi review positif. Siji lintang kanggo sopir. *****"
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,Kota Bekasi,18000,4.9,11000,4765,1,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,Negative,Anger,"Kuciwa. Ora ana resolusi. Ora ana balesan ing chat, ora ana balesan ing WhatsApp. Mung mlayu kaya sampah."
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,999000,4.9,10900,4755,1,"Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",Negative,Anger,"Barangé dikirim salah. Aku pesen webcam Logitech saka situs resmi Logitech, nanging padha ngirim headphone JBL! Lan proses tukar tambah mbutuhake 4 dina kerja! Kuwi suwé banget."
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Jakarta Timur,200000,4.9,3186,1525,5,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,Positive,Love,Keyboard-e apik tenan. Bungkusan-e aman banget nganggo kardus ganda. Warnane uga keren.
Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,Kota Malang,46000,4.7,1311,500,5,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",Positive,Love,"AAAA PENGIRIMANÉ APIK TENAN, CEPET LAN AMAN, LAN BUNGKUSANÉ UGA APIK. FUNGSIÉ UGA, AKU WIS NYoba. AKU TUKU KANGGO RP0, SENENG TENAN!"
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Jakarta Pusat,230000,4.9,1408,721,5,"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",Positive,Love,"Matur nuwun, Bos. Kerja apik. Mugi usaha panjenengan lancar lan pinaringan berkah kamakmuran. Terusna, Bos."
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,5.0,2716,1843,5,barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,Positive,Love,Produk iki apik tenan.... persis kaya sing dipesen.... anginé kenceng... kaya tornado.... laptopé tetep adem.
