Kode Transaksi,Timestamp,Kode Barang,Nama Barang,Jumlah,Harga Jual,Total
48522020230114135736,2023-01-14 13:57:36,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230114135825,2023-01-14 13:58:25,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230114150258,2023-01-14 15:02:58,tourniquetonehealth,Tourniquet onehealth,1,"13.500,00","13.500,00"
48522020230114150258,2023-01-14 15:02:58,torniqt,Tourniquet onemed,1,"13.500,00","13.500,00"
48522020230114150258,2023-01-14 15:02:58,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230114150258,2023-01-14 15:02:58,grentea,Fresh care gren tea,1,"13.500,00","13.500,00"
48522020230114153712,2023-01-14 15:37:12,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230114154322,2023-01-14 15:43:22,snelchart,Snellen chart,5,"6.500,00","32.500,00"
48522020230116080919,2023-01-16 8:09:19,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230116083709,2023-01-16 8:37:09,mosqubengonemed,Mosquito bengkok onemed,1,"21.000,00","21.000,00"
48522020230116085655,2023-01-16 8:56:55,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230116085718,2023-01-16 8:57:18,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230116085718,2023-01-16 8:57:18,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230116085736,2023-01-16 8:57:36,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230116091706,2023-01-16 9:17:06,026m3,Isi oksigen 6m3,3,"125.000,00","375.000,00"
48522020230116091706,2023-01-16 9:17:06,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230116091730,2023-01-16 9:17:30,026m3,Isi oksigen 6m3,2,"125.000,00","250.000,00"
48522020230116091750,2023-01-16 9:17:50,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230116091818,2023-01-16 9:18:18,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230116091831,2023-01-16 9:18:31,026m3,Isi oksigen 6m3,3,"125.000,00","375.000,00"
48522020230116091844,2023-01-16 9:18:44,O21m3,Isi oksigen 1m3,3,"70.000,00","210.000,00"
48522020230116091858,2023-01-16 9:18:58,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230116092550,2023-01-16 9:25:50,walkercuplik,Walker besi II,1,"120.000,00","120.000,00"
48522020230116092623,2023-01-16 9:26:23,walkercuplik,Walker besi II,1,"120.000,00","120.000,00"
48522020230116093537,2023-01-16 9:35:37,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230116131259,2023-01-16 13:12:59,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020230116132621,2023-01-16 13:26:21,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230116142915,2023-01-16 14:29:15,walkercuplik,Walker besi II,1,"120.000,00","120.000,00"
48522020230116150337,2023-01-16 15:03:37,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230116150807,2023-01-16 15:08:07,tnsmtrjrmnmed,Tensimeter jarum onemed,1,"121.000,00","121.000,00"
48522020230116150807,2023-01-16 15:08:07,snelchart,Snellen chart,2,"6.500,00","13.000,00"
48522020230116152050,2023-01-16 15:20:50,spatlwithspon,Spatel spatula stainless 18 cm with spon,1,"7.500,00","7.500,00"
48522020230116152050,2023-01-16 15:20:50,withspoon20cm,Spatel spatula stainless 20cm with spoon,2,"9.000,00","18.000,00"
48522020230116152050,2023-01-16 15:20:50,Spatlsptulaspn25cm,Spatel spatula stainless with spoon 25 cm,1,"13.500,00","13.500,00"
48522020230116154709,2023-01-16 15:47:09,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230116161035,2023-01-16 16:10:35,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117091202,2023-01-17 9:12:02,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230117091202,2023-01-17 9:12:02,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117091322,2023-01-17 9:13:22,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117091339,2023-01-17 9:13:39,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117091417,2023-01-17 9:14:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117091448,2023-01-17 9:14:48,O26m3part2,Isi tabung O26m3 part 2,4,"125.000,00","500.000,00"
48522020230117092949,2023-01-17 9:29:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117093006,2023-01-17 9:30:06,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117093021,2023-01-17 9:30:21,O21m3,Isi oksigen 1m3,4,"70.000,00","280.000,00"
48522020230117115510,2023-01-17 11:55:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230117115532,2023-01-17 11:55:32,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230117115532,2023-01-17 11:55:32,stetouglu,Easytouch strip gula darah,1,"91.000,00","91.000,00"
48522020230117120126,2023-01-17 12:01:26,gelmta,Gelas mata,2,"2.500,00","5.000,00"
48522020230117130028,2023-01-17 13:00:28,asano,Regulator acetylene Asano,1,"128.500,00","128.500,00"
48522020230117133802,2023-01-17 13:38:02,hz250,Handsanitizer spray 250 ml,1,"25.000,00","25.000,00"
48522020230117133826,2023-01-17 13:38:26,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230117134701,2023-01-17 13:47:01,btgpngdukspatla20cm,Batang pengaduk spatula kaca 20 cm,1,"5.000,00","5.000,00"
48522020230117151148,2023-01-17 15:11:48,isio20.5m3,isi oksigen kecil 0.5m3,1,"40.000,00","40.000,00"
48522020230117152444,2023-01-17 15:24:44,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118081513,2023-01-18 8:15:13,Nebuanak,Selang nebulizer gea anak,0,"21.000,00",0
48522020230118081513,2023-01-18 8:15:13,selangnebuanakone,Selang nebulizer onehealth anak,1,"21.000,00","21.000,00"
48522020230118113616,2023-01-18 11:36:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118113629,2023-01-18 11:36:29,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118113642,2023-01-18 11:36:42,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118120016,2023-01-18 12:00:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118123116,2023-01-18 12:31:16,nec28,Nebulizer Omron NE-C28,1,"685.000,00","685.000,00"
48522020230118131214,2023-01-18 13:12:14,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230118131301,2023-01-18 13:13:01,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230118133135,2023-01-18 13:31:35,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230118150148,2023-01-18 15:01:48,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230118150148,2023-01-18 15:01:48,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230118150232,2023-01-18 15:02:32,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230118150232,2023-01-18 15:02:32,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230119084224,2023-01-19 8:42:24,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230119084224,2023-01-19 8:42:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230119110205,2023-01-19 11:02:05,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230119110225,2023-01-19 11:02:25,Ar1m3,isi tabung argon 1m3/argon 0.5m3,1,"150.000,00","150.000,00"
48522020230119110248,2023-01-19 11:02:48,isio20.5m3,isi oksigen kecil 0.5m3,1,"40.000,00","40.000,00"
48522020230119112503,2023-01-19 11:25:03,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230119122846,2023-01-19 12:28:46,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230119123009,2023-01-19 12:30:09,oxy,Oxycan,1,"54.000,00","54.000,00"
48522020230119133202,2023-01-19 13:32:02,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230119133231,2023-01-19 13:32:31,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230119133335,2023-01-19 13:33:35,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230119133401,2023-01-19 13:34:01,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230119133540,2023-01-19 13:35:40,btgspakca25cm,Batang pengaduk spatula kaca 25 cm,2,"5.000,00","10.000,00"
48522020230119133705,2023-01-19 13:37:05,Nedholrenz14cm,Needle holder renz 14 cm,2,"28.500,00","57.000,00"
48522020230119143937,2023-01-19 14:39:37,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230119144141,2023-01-19 14:41:41,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230119150127,2023-01-19 15:01:27,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230119150127,2023-01-19 15:01:27,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230120092727,2023-01-20 9:27:27,thermruangdig,Thermometer ruangan digital,1,"34.000,00","34.000,00"
48522020230120092727,2023-01-20 9:27:27,Thermvksin,Thermometer vaksin jarum,1,"26.000,00","26.000,00"
48522020230120092859,2023-01-20 9:28:59,gelmta,Gelas mata,12,"2.500,00","30.000,00"
48522020230120093014,2023-01-20 9:30:14,tk1onehealth,Tongkat kaki 1 onehealth,1,"81.000,00","81.000,00"
48522020230120093220,2023-01-20 9:32:20,Uklmrnz14cm,U-klem renz 14cm,1,"47.500,00","47.500,00"
48522020230120093301,2023-01-20 9:33:01,al961L,Alkohol 96% 1liter,1,"32.000,00","32.000,00"
48522020230120093316,2023-01-20 9:33:16,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230120093316,2023-01-20 9:33:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230120112502,2023-01-20 11:25:02,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230120112840,2023-01-20 11:28:40,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230120114552,2023-01-20 11:45:52,walkercuplik,Walker besi II,1,"120.000,00","120.000,00"
48522020230120131724,2023-01-20 13:17:24,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230120131724,2023-01-20 13:17:24,rgltrmedicallotus,Regulator Medical Lotus,1,"350.000,00","350.000,00"
48522020230120132354,2023-01-20 13:23:54,pulseA2,Pulse oxymeter A2,1,"81.000,00","81.000,00"
48522020230120135430,2023-01-20 13:54:30,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230120135430,2023-01-20 13:54:30,Tabnitro,Tabung Nitrogen 6m3,2,"2.000.000,00","4.000.000,00"
48522020230120150920,2023-01-20 15:09:20,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230120150934,2023-01-20 15:09:34,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121083149,2023-01-21 8:31:49,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230121083500,2023-01-21 8:35:00,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121083514,2023-01-21 8:35:14,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121083527,2023-01-21 8:35:27,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121083549,2023-01-21 8:35:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121083602,2023-01-21 8:36:02,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230121083602,2023-01-21 8:36:02,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230121103559,2023-01-21 10:35:59,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230121111816,2023-01-21 11:18:16,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230121111840,2023-01-21 11:18:40,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121111951,2023-01-21 11:19:51,Vepabaru,Kasa gulung vepalusa baru,1,"92.000,00","92.000,00"
48522020230121112037,2023-01-21 11:20:37,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230121112955,2023-01-21 11:29:55,dekbiru,Deker biru,1,"17.000,00","17.000,00"
48522020230121115838,2023-01-21 11:58:38,Co6,isi tabung co2 6m3,2,"350.000,00","700.000,00"
48522020230121120056,2023-01-21 12:00:56,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230121120056,2023-01-21 12:00:56,N26m3,isi tabung nitrogen6m3,2,"200.000,00","400.000,00"
48522020230121121311,2023-01-21 12:13:11,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230121124509,2023-01-21 12:45:09,ppetplstik16cm,Pipet plastik 3 ml,2,500,"1.000,00"
48522020230121124509,2023-01-21 12:45:09,Bisturi,Pisau bedah steril/bisturi,1,"1.000,00","1.000,00"
48522020230121124509,2023-01-21 12:45:09,Handel3mar,Scalpel Handel marwa No 3,1,"14.000,00","14.000,00"
48522020230121124509,2023-01-21 12:45:09,spatlwithspon,Spatel spatula stainless 18 cm with spon,1,"7.500,00","7.500,00"
48522020230121124610,2023-01-21 12:46:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230121150650,2023-01-21 15:06:50,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230121151246,2023-01-21 15:12:46,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230121154128,2023-01-21 15:41:28,tbungair,Tabung air hijau,1,"115.000,00","115.000,00"
48522020230123112156,2023-01-23 11:21:56,alkhol1lt,Alkohol 70% 1liter,2,"27.000,00","54.000,00"
48522020230123121427,2023-01-23 12:14:27,pspotlaki,Pispot laki2,1,"12.000,00","12.000,00"
48522020230123121530,2023-01-23 12:15:30,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230123121626,2023-01-23 12:16:26,Nedholrenz18cm,Needle holder renz 18 cm,1,"44.000,00","44.000,00"
48522020230123121656,2023-01-23 12:16:56,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230123121714,2023-01-23 12:17:14,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123121753,2023-01-23 12:17:53,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123121753,2023-01-23 12:17:53,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230123121807,2023-01-23 12:18:07,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123121849,2023-01-23 12:18:49,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123121849,2023-01-23 12:18:49,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230123125007,2023-01-23 12:50:07,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123132336,2023-01-23 13:23:36,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230123133241,2023-01-23 13:32:41,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230123133241,2023-01-23 13:32:41,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230123133254,2023-01-23 13:32:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230123133826,2023-01-23 13:38:26,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230123133826,2023-01-23 13:38:26,alkswonemed,Alkohol swabs onemed,2,"12.000,00","24.000,00"
48522020230124092128,2023-01-24 9:21:28,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230124092143,2023-01-24 9:21:43,O21m3,Isi oksigen 1m3,0,"70.000,00",0
48522020230124092143,2023-01-24 9:21:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230124092154,2023-01-24 9:21:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230124092236,2023-01-24 9:22:36,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230124092236,2023-01-24 9:22:36,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230124092253,2023-01-24 9:22:53,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230124092253,2023-01-24 9:22:53,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230124092308,2023-01-24 9:23:08,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020230124093021,2023-01-24 9:30:21,tsbihdigtl,Tasbih digital,1,"4.500,00","4.500,00"
48522020230124131855,2023-01-24 13:18:55,btangpengspatla15,Batang pengaduk spatula kaca 15cm,1,"3.000,00","3.000,00"
48522020230124131855,2023-01-24 13:18:55,btgpngdukspatulakca,Batang pengaduk spatula kaca 30cm,1,"6.000,00","6.000,00"
48522020230124131959,2023-01-24 13:19:59,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230124132138,2023-01-24 13:21:38,Undrpdnmed,Underpad onemed 45x60,1,"25.000,00","25.000,00"
48522020230124142450,2023-01-24 14:24:50,Tonguespatelubang,Tongue spatel lubang,1,"16.000,00","16.000,00"
48522020230124143928,2023-01-24 14:39:28,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230124143951,2023-01-24 14:39:51,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230124151922,2023-01-24 15:19:22,fcarestrong,Fresh care strong,1,"13.500,00","13.500,00"
48522020230125085152,2023-01-25 8:51:52,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125085209,2023-01-25 8:52:09,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230125085209,2023-01-25 8:52:09,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230125085223,2023-01-25 8:52:23,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125085237,2023-01-25 8:52:37,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020230125085306,2023-01-25 8:53:06,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230125085547,2023-01-25 8:55:47,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125085613,2023-01-25 8:56:13,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125103342,2023-01-25 10:33:42,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230125104907,2023-01-25 10:49:07,al961L,Alkohol 96% 1liter,1,"32.000,00","32.000,00"
48522020230125113527,2023-01-25 11:35:27,Kertsar,Kertas saring jepang kasar 60*60cm,2,"11.000,00","22.000,00"
48522020230125120151,2023-01-25 12:01:51,Ar1m3,isi tabung argon 1m3/argon 0.5m3,1,"150.000,00","150.000,00"
48522020230125120258,2023-01-25 12:02:58,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230125120544,2023-01-25 12:05:44,rgltrmedicallotus,Regulator Medical Lotus,1,"350.000,00","350.000,00"
48522020230125130324,2023-01-25 13:03:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125145511,2023-01-25 14:55:11,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125151735,2023-01-25 15:17:35,O21m3,Isi oksigen 1m3,0,"70.000,00",0
48522020230125151735,2023-01-25 15:17:35,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230125154527,2023-01-25 15:45:27,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230125155810,2023-01-25 15:58:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230125155821,2023-01-25 15:58:21,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230126111424,2023-01-26 11:14:24,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230126111424,2023-01-26 11:14:24,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230126111454,2023-01-26 11:14:54,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230126111454,2023-01-26 11:14:54,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230126111522,2023-01-26 11:15:22,tianginfsmrh,Tiang Infus besi v murah,1,"115.000,00","115.000,00"
48522020230126133324,2023-01-26 13:33:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230126133619,2023-01-26 13:36:19,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230126133635,2023-01-26 13:36:35,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020230126140729,2023-01-26 14:07:29,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230126151031,2023-01-26 15:10:31,armXl,Arm sling size XL,1,"18.000,00","18.000,00"
48522020230126151116,2023-01-26 15:11:16,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230126151242,2023-01-26 15:12:42,btgspakca13cm,Batang pengaduk spatula kaca 13 cm,1,"3.500,00","3.500,00"
48522020230126151343,2023-01-26 15:13:43,Btgkca10cm,Batang pengaduk spatula kaca 10 cm,1,"3.500,00","3.500,00"
48522020230126151343,2023-01-26 15:13:43,btgpngdukspatla20cm,Batang pengaduk spatula kaca 20 cm,1,"5.000,00","5.000,00"
48522020230126151343,2023-01-26 15:13:43,pptkca10tbal,Pipet kaca pendek tebal 10 cm,1,"2.500,00","2.500,00"
48522020230126151343,2023-01-26 15:13:43,pptkcpjgtps14cm,Pipet kaca panjang tipis 14 cm,2,"2.500,00","5.000,00"
48522020230126153353,2023-01-26 15:33:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230127084125,2023-01-27 8:41:25,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230127084245,2023-01-27 8:42:45,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230127090537,2023-01-27 9:05:37,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230127090550,2023-01-27 9:05:50,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230127090605,2023-01-27 9:06:05,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230127091034,2023-01-27 9:10:34,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230127091034,2023-01-27 9:10:34,gelmta,Gelas mata,2,"2.500,00","5.000,00"
48522020230127091130,2023-01-27 9:11:30,needlewith,Suture with needle 2/0,8,"5.500,00","44.000,00"
48522020230127113429,2023-01-27 11:34:29,nec28,Nebulizer Omron NE-C28,1,"685.000,00","685.000,00"
48522020230127124521,2023-01-27 12:45:21,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
